"scientific","rec_gbif"
"Malanea hypoleuca Steyerm.",1
"Malanea sipapoensis Steyerm.",1
"Malmea dielsiana R.E.Fr.",1
"Adelobotrys tessmannii Markgr.",1
"Erythrina rubrinervia Kunth",1
"Malouetia bubalina M.E.Endress",1
"Malouetia duckei Markgr.",1
"Erythrina amazonica Krukoff",1
"Malpighia emarginata DC.",1
"Malpighia glabra L.",1
"Erycina pusilla (L.) N.H.Williams & M.W.Chase",1
"Erycina pumilio (Rchb.f.) N.H.Williams & M.W.Chase",1
"Malvaviscus concinnus Kunth",1
"Malvaviscus Fabr.",1
"Malvaviscus penduliflorus Moc. & Sessé ex DC.",1
"Mandevilla allorgei J.F.Morales",1
"Mandevilla arcuata A.H.Gentry",1
"Vismia glabra Ruiz & Pav.",1
"Erycina glossomystax (Rchb.f.) N.H.Williams & M.W.Chase",1
"Mandevilla scabra (Hoffm. ex Roem. & Schult.) Schum.",1
"Mandevilla speciosa (Kunth) J.F.Morales",1
"Manettia divaricata Wernham",1
"Manettia glandulosa Poepp.",1
"Manettia Mutis ex L.",1
"Manettia sararensis Standl. ex Steyerm.",1
"Erisma bracteosum Ducke",1
"Manihot esculenta subsp. esculenta",1
"Manihot utilissima Pohl",1
"Eriope crassipes Benth.",1
"Manilkara zapota (L.) P.Royen",1
"Mansoa DC.",1
"Mapouria triadica Müll.Arg.",1
"Ericaceae",1
"Maprounea guianensis var. guianensis",1
"Erato vulcanica (Klatt) H.Rob.",1
"Eragrostis maypurensis (Kunth) Steud.",1
"Marathrum Humb. & Bonpl.",1
"Marcgravia eichleriana Wittm.",1
"Epistephium hernandii Garay",1
"Vismia guianensis subsp. persicoides Ewan",1
"Marcgravia macrophylla (Wittm.) Gilg",1
"Marcgravia parviflora Rich. ex Wittm.",1
"Marcgravia strenua J.F.Macbr.",1
"Epistephium cardonae Szlach. & Kolan.",1
"Margaritopsis podocephala (Müll.Arg.) C.M.Taylor",1
"Marila Sw.",1
"Epidendrum schomburgkii Lindl.",1
"Epidendrum schlechterianum Ames",1
"Maripa elongata Ducke",1
"Maripa glabra Choisy",1
"Epidendrum paniculatum Ruiz & Pav.",1
"Epidendrum myrmecophorum Barb.Rodr.",1
"Maripa rugosa Ducke",1
"Maripa scandens Aubl.",1
"Markea formicarum Dammer",1
"Epidendrum minus (Cogn.) Hágsater",1
"Adelobotrys subsessilis Gleason",1
"Epidendrum longirepens (C.Schweinf.) C.Schweinf.",1
"Epidendrum huebneri Schltr.",1
"Martinella Baill.",1
"Martinella iquitoensis A.Samp.",1
"Mascagnia arenicola C.E.Anderson",1
"Mascagnia divaricata (Kunth) Nied.",1
"Mascagnia glandulifera Cuatrec.",1
"Mascagnia ovatifolia (Kunth) Griseb.",1
"Mascagnia subsericea Cuatrec.",1
"Vismia lateriflora Ducke",1
"Matayba guianensis Aubl.",1
"Ephedranthus S.Moore",1
"Eperua leucantha Benth.",1
"Matelea dasytricha (Schltr.) Fontella",1
"Matelea denticulata (M.Vahl) Fontella & Schwarz",1
"Matelea neblinae Morillo",1
"Eperua Aubl.",1
"Matisia calimana Cuatrec.",1
"Matisia floccosa Fern.Alonso",1
"Enydra Lour.",1
"Enydra fluctuans Lour.",1
"Enterolobium timbouva Mart.",1
"Enterolobium cyclocarpum (Jacq.) Griseb.",1
"Entadopsis polyphylla (Benth.) Britton",1
"Endlicheria tessmannii O.Schmidt",1
"Endlicheria robusta (A.C.Sm.) Kosterm.",1
"Mauritia L.f.",1
"Maxillaria aciantha Rchb.f.",1
"Maxillaria discolor (Lodd. ex Lindl.) Rchb.",1
"Maxillaria setigera Lindl.",1
"Maxillaria speciosa Rchb.f.",1
"Maxillaria subrepens (Rolfe) Schuit. & M.W.Chase",1
"Maxillaria tenuis C.Schweinf.",1
"Maxillaria villosa (Barb.Rodr.) Cogn.",1
"Maximiliana maripa (Aubl.) Drude",1
"Mayna grandiflora (Spruce ex Eichler) R.E.Schult.",1
"Endlicheria lorastemon Chanderb.",1
"Mayna parvifolia (J.F.Macbr.) Sleumer",1
"Melicoccus bijugatus Jacq.",1
"Meliosma tachirensis Steyerm. & A.H.Gentry",1
"Meliosma vasquezii A.H.Gentry",1
"Melochia villosa (Mill.) Fawc. & Rendle",1
"Endlicheria dictifarinosa C.K.Allen",1
"Vismia pozuzoensis Engl.",1
"Memora pseudopatula A.H.Gentry",1
"Memora sastrei A.H.Gentry & Hauk",1
"Mendoncia aurea Leonard",1
"Mendoncia coccinea Vell.",1
"Mendoncia hirsuta Poepp. & Endl.",1
"Mendoncia lasiophyta Leonard",1
"Mendoncia pilosa (Mart.) Nees",1
"Meniscium arborescens Humb. & Bonpl. ex Willd.",1
"Mentha L.",1
"Merostachys Spreng.",1
"Mesechites bicorniculatus (Rusby) Woodson",1
"Endlicheria anomala Nees ex Meisn.",1
"Mespilodaphne quixos (Lam.) Rohwer",1
"Endlicheria acuminata Kosterm.",1
"Metaxya parkeri (Hook. & Grev.) J.Sm.",1
"Mezia includens (Benth.) Cuatrec.",1
"Emmotum glabrum Benth. ex Miers",1
"Mezia Schwacke ex Engl. & Prantl",1
"Elyonurus Humb. & Bonpl. ex Willd.",1
"Miconia allardii (Wurdack) Michelang.",1
"Miconia ampla Triana",1
"Miconia aponeura Triana",1
"Miconia appendiculata Triana",1
"Eleutherine bulbosa (Mill.) Urb.",1
"Miconia argyrophylla DC.",1
"Eleusine indica (L.) Gaertn.",1
"Miconia barbinervis (Benth.) Triana",1
"Elephantopus tomentosus L.",1
"Miconia brachygyna Gleason",1
"Miconia bullatifolia Michelang.",1
"Eleocharis retroflexa (Poir.) Urb.",1
"Miconia bullosa (DC.) Michelang.",1
"Adelobotrys latifolius Schulman",1
"Miconia cannabina Markgr.",1
"Miconia capitellata Cogn.",1
"Eleocharis mutata (L.) Roem. & Schult.",1
"Miconia caquetensis (Gleason) Ocampo & Almeda",1
"Eleocharis filiculmis Kunth",1
"Miconia charadrophila (Tutin) Michelang.",1
"Miconia ciliata (Rich.) DC.",1
"Miconia compacta Gleason",1
"Elaphoglossum strictum (Raddi) T.Moore",1
"Miconia dichrophylla J.F.Macbr.",1
"Elaphoglossum productum Rosenst.",1
"Miconia dispar Benth.",1
"Miconia dodecandra (Desr.) Cogn.",1
"Miconia domociliata Michelang.",1
"Miconia duckei Cogn.",1
"Elaphoglossum longicaudatum Mickel",1
"Miconia erioclada Triana",1
"Miconia ernstulei Michelang.",1
"Miconia floribunda (Bonpl.) DC.",1
"Miconia gratissima Benth. ex Triana",1
"Elaphoglossum ambiguum (Mett. ex Christ) Alston",1
"Miconia hypoleuca (Benth.) Triana",1
"Miconia inaequidens (DC.) Naudin",1
"Elachyptera floribunda (Benth.) A.C.Sm.",1
"Miconia ligustrina (Sm.) Triana",1
"Miconia lonchophylla Naudin",1
"Eclipta L.",1
"Miconia lourteigiana Wurdack",1
"Echinolaena inflexa (Poir.) Chase",1
"Echinochloa P.Beauv.",1
"Ecclinusa orinocoensis Aubrév.",1
"Miconia minuta Gleason",1
"Dussia lehmannii Harms",1
"Miconia multispicata Naudin",1
"Duroia duckei Huber",1
"Dulacia inopiflora (Miers) Kuntze",1
"Duguetia rigida R.E.Fr.",1
"Duguetia megalocarpa Maas",1
"Miconia procumbens (Gleason) Wurdack",1
"Miconia puberula Cogn.",1
"Duguetia asterotricha (Diels) R.E.Fr.",1
"Miconia pycnaster (Tutin) Michelang.",1
"Miconia radulaefolia (Benth) Naudin",1
"Duckeella adolphii Porto & Brade",1
"Miconia rufescens (Aubl.) DC.",1
"Miconia scrobiculata Cogn.",1
"Miconia secunfrancavillana Ocampo & Almeda",1
"Drymonia coriacea (Oerst.) Wiehler",1
"Drymaria cordata (L.) Willd. ex Roem. & Schult.",1
"Drosera capillaris Poir.",1
"Drepanolejeunea palmifolia (Nees) Steph.",1
"Drepanolejeunea (Spruce) Schiffn.",1
"Miconia stenoptera (Gleason) Michelang.",1
"Miconia subciliata DC.",1
"Dracontium asperispathum G.H.Zhu & Croat",1
"Miconia symplectocaulos Pilg.",1
"Dracaena fragrans (L.) Ker Gawl.",1
"Actinostachys subtrijuga (Mart.) C.Presl",1
"Doliocarpus pruskii Aymard",1
"Miconia tococordata Michelang.",1
"Doliocarpus hispidobaccatus Aymard",1
"Doliocarpus areolatus Kubitzki",1
"Ditassa franciscoi (Morillo) Liede",1
"Miconia zarucchii Wurdack",1
"Distictella parkeri (DC.) Sprague & Sandwith",1
"Distictella arenaria A.H.Gentry",1
"Disocactus amazonicus (K.Schum.) D.R.Hunt",1
"Discophora froesii Pires",1
"Disciphania killipii Diels",1
"Microgramma lycopodioides (L.) Copel.",1
"Dipteryx punctata (S.F.Blake) Amshoff",1
"Dipteryx cordata (Ducke) R.S.Cowan",1
"Diplotropis purpurea (Rich.) Amshoff",1
"Diplopterys longialata (Nied.) W.R.Anderson & C.Davis",1
"Micropholis gardneriana (A.DC.) Pierre",1
"Micropholis grandiflora Aubrév.",1
"Diplopterygium glaucum (Thunb. ex Houtt.) Nakai",1
"Diplazium tungurahuae (Sodiro) C.Chr.",1
"Diplazium Sw.",1
"Diplazium striatum (L.) C.Presl",1
"Actinidiaceae",1
"Micropholis splendens Gilly ex Aubrév.",1
"Micropolypodium taenifolium (Jenman) A.R.Sm.",1
"Diplazium bombonasae Rosenst.",1
"Micropterygium reimersianum Herzog",1
"Vitis L.",1
"Mikania lindleyana DC.",1
"Diplacrum guianense (Nees) T.Koyama",1
"Diospyros tetrandra Hiern",1
"Mimosa annularis var. annularis",1
"Mimosa casta L.",1
"Mimosa diplotricha C.Wright ex Sauvalle",1
"Diospyros tessmannii Mildbr.",1
"Mimosa myriadena Benth.",1
"Mimosa myriadenia (Benth.) Benth.",1
"Mimosa pellita var. dehiscens Barneby",1
"Diospyros sericea A.DC.",1
"Mimosa pudica var. unijuga (Duchass. & Walp.) Griseb.",1
"Diospyros myrmecocarpa Mart.",1
"Mniomalia viridis (Mitt.) Müll.Hal.",1
"Diospyros glomerata Spruce",1
"Mollia lepidota subsp. casiquiarensis (Baehni) Meijer",1
"Diospyros froesii Cavalcante",1
"Diospyros egleri Pires & Cavalcante",1
"Vittaria lineata (L.) J.E.Sm.",1
"Mollinedia tomentosa (Benth.) Tul.",1
"Molongum Pichon",1
"Momordica charantia L.",1
"Diospyros",1
"Monoclea gottschei Lindb.",1
"Dioscoreaceae",1
"Dioscorea laxiflora Mart. ex Griseb.",1
"Dioscorea fodinarum Kunth",1
"Dioscorea crotalariifolia Uline",1
"Monotagma dolosum J.F.Macbr.",1
"Dioscorea amaranthoides C.Presl",1
"Dioscorea altissima Lam.",1
"Monotagma plurispicatum (Körn.) K.Schum.",1
"Monotagma smaragdinum (Linden & André) K.Schum.",1
"Diodia teres Walter",1
"Monotagma ulei K.Schum. ex Loes.",1
"Monotagma vaginatum Hagberg",1
"Dioclea macrocarpa Huber",1
"Monstera pinnatipartita Schott",1
"Dioclea guianensis Benth.",1
"Monteverdia laevis (Reissek) Biral",1
"Dimorphandra vernicosa Spruce ex Benth. & Hook.f.",1
"Acrostichum danaeifolium Langsd. & Fisch.",1
"Vochysia biloba Ducke",1
"Moranopteris caucana (Hieron.) R.Y.Hirai & J.Prado",1
"Moranopteris taenifolia (Jenman) R.Y.Hirai & J.Prado",1
"Moronobea riparia Planch. & Triana",1
"Dimerocostus strobilaceus subsp. gutierrezii (Kuntze) Maas",1
"Dilkea lecta Feuillet",1
"Mouriri huberi Cogn.",1
"Digitaria ciliaris (Retz.) Koeler",1
"Dieffenbachia seguine (Jacq.) Schott",1
"Dieffenbachia pipolyi Croat",1
"Moutabea floribunda J.C.Huber ex J.B.Silveira & Secco",1
"Moutabea gentryi T.Wendt",1
"Dieffenbachia humilis Poepp.",1
"Mucuna rostrata Benth.",1
"Muellera moniliformis L.f.",1
"Dieffenbachia cabrerae Croat",1
"Didymopanax morototoni (Aubl.) Decne. & Planch.",1
"Mussaenda Burm. ex L.",1
"Myrcia amazonica DC.",1
"Myrcia argentigemma E.Lucas & C.E.Wilson",1
"Myrcia crassimarginata McVaugh",1
"Dicymbe Spruce ex Benth. & Hook.f.",1
"Dictyostega orobanchoides subsp. parviflora (Benth.) Snelders & Maas",1
"Myrcia lucida Kiaersk.",1
"Myrcia maraana Sobral & M.A.D.Souza",1
"Myrcia neesiana DC.",1
"Myrcia revolutifolia McVaugh",1
"Myrcia subsessilis O.Berg",1
"Myrciaria dubia (Kunth) Mc Vaugh",1
"Dicranostyles guianensis Mennega",1
"Dicranostyles falconiana (Barroso) Ducke",1
"Napeanthus Gardner",1
"Dicranopteris pectinata (Willd.) Underw.",1
"Dicranolejeunea (Spruce) Schiffner",1
"Naucleopsis jamariensis C.C.Berg",1
"Dichromena puber Vahl, 1805",1
"Dichorisandra villosula Mart. ex Schult.f.",1
"Naucleopsis stipularis Ducke",1
"Dichapetalum spruceanum Baill.",1
"Nautilocalyx bullatus (Lem.) Sprague",1
"Nautilocalyx forgetii (Sprague) Sprague",1
"Dichapetalum pedunculatum (DC.) Baill.",1
"Dichapetalum amazonicum K.Krause ex Mildbr., 1931",1
"Nectandra acutifolia (Ruiz & Pav.) Mez",1
"Nectandra coeloclada Rohwer",1
"Vochysia densiflora Spruce",1
"Nectandra oppositifolia Nees & Mart. ex Nees",1
"Nectandra purpurea (Ruiz & Pav.) Mez",1
"Dialium L.",1
"Dialium congestum M.J.Falcão & Mansano",1
"Diacidia galphimioides Griseb.",1
"Neea oppositifolia Ruiz & Pav.",1
"Desmoncus pumilus Trail",1
"Neea robusta Steyerm.",1
"Desmoncus prunifer Poepp. ex Mart.",1
"Desmoncus phoenicocarpus Barb.Rodr.",1
"Desmoncus orthacanthos Mart.",1
"Desmoncus leptospadix Mart.",1
"Neoptychocarpus Buchheim",1
"Neoregelia pendula L.B.Sm.",1
"Nephelium lappaceum L.",1
"Desmodium barbatum (L.) Benth.",1
"Nephrolepis brownii (Desv.) Hovenkamp & Miyam.",1
"Nephrolepis cordifolia (L.) C.Presl",1
"Nephrolepis hirsutula (G.Forst.) C.Presl",1
"Nephrolepis pectinata (Willd.) Schott",1
"Desmodium axillare (Sw.) DC.",1
"Niphidium J.Sm.",1
"Dendropanax macropodus (Harms) Harms",1
"Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor",1
"Dendrobangia Rusby",1
"Deguelia longifolia (Benth.) Taub.",1
"Davilla rugosa Poir.",1
"Danaea Sm.",1
"Ocimum gratissimum L.",1
"Danaea moritziana C.Presl",1
"Danaea elliptica Sm.",1
"Damburneya umbrosa (Kunth) Trofimov",1
"Dalechampia parvibracteata Lanj.",1
"Dalechampia canescens Kunth",1
"Ocotea floribunda (Sw.) Mez",1
"Ocotea laxiflora (Meisn.) Mez",1
"Dahlia ×pinnata Cav.",1
"Ocotea micrantha van der Werff",1
"Ocotea nigra Benoist",1
"Dacryodes olivifera Cuatrec.",1
"Dacryodes hopkinsii Daly",1
"Ocotea rubrinervis Mez",1
"Ocotea splendens (Meisn.) Baill.",1
"Zygia lathetica Barneby & J.W.Grimes",1
"Ocotea viburnoides (Meisn.) Mez",1
"Octoblepharum",1
"Octomeria longifolia Schltr.",1
"Octomeria surinamensis H.Focke",1
"Octomeria tridentata Lindl.",1
"Octomeria yauaperyensis Barb.Rodr.",1
"Cyrto-hypnum (Hampe) Hampe & Lorentz",1
"Odontadenia glauca Woodson",1
"Odontadenia puncticulosa (A.Rich.) Pulle",1
"Odontadenia stemmadeniifolia Woodson",1
"Odontocarya klugii (A.C.Sm.) Barneby",1
"Vochysia grandis Mart.",1
"Odontoschisma (Dumort.) Dumort.",1
"Odontoschisma portoricense (Hampe & Gottsche) Steph.",1
"Cyperus simplex Kunth",1
"Cyperus miliifolius Poepp. & Kunth",1
"Vochysia guianensis Aubl.",1
"Cyperus imbricatus Retz.",1
"Cyperus aggregatus (Willd.) Endl.",1
"Cynorkis Thouars",1
"Oldenlandia L.",1
"Oldenlandia lancifolia (Schumach.) DC.",1
"Acosmium Schott",1
"Cynometra martiana J.F.Macbr.",1
"Onagraceae",1
"Oncidium pumilio Rchb.f.",1
"Oncidium Sw.",1
"Ophiocaryon Endl.",1
"Cynanchum riometense Sundell",1
"Cynanchum L.",1
"Ophioglossum nudicaule L.fil.",1
"Oreopanax Decne. & Planch.",1
"Ormosia amazonica var. venenifera R.E.Schult.",1
"Ormosia coarctata Jacks.",1
"Ormosia coccinea var. subsimplex (Spruce ex Benth.) Rudd",1
"Cymbopetalum tessmannii R.E.Fr.",1
"Ormosia lignivalvis Rudd",1
"Vochysia obscura Warm.",1
"Cymbopetalum Benth.",1
"Oryctanthus occidentalis (L.) Eichler",1
"Oryctanthus phthirusoides Rizzini",1
"Cydista aequinoctialis (L.) Miers",1
"Vochysia punctata Spruce ex Warm.",1
"Cyclopogon cranichoides (Griseb.) Schltr.",1
"Cyclolejeunea A.Evans",1
"Cyclanthus bipartitus Poit., 1822",1
"Otacanthus caeruleus Lindl.",1
"Cyclanthera pedata (L.) Schrad.",1
"Cybianthus viridiflorus A.C.Sm.",1
"Cybianthus spichigeri Pipoly",1
"Otostylis lepida (Linden & Rchb.f.) Schltr.",1
"Otostylis Schltr.",1
"Ouratea aromatica J.F.Macbr.",1
"Ouratea brevipedicellata Maguire & Steyerm.",1
"Ouratea engleri Tiegh.",1
"Ouratea oleosa J.F.Macbr.",1
"Ouratea pulchrifolia Ducke",1
"Ouratea schomburgkii (Planch.) Engl.",1
"Cybianthus multiflorus (A.C.Sm.) G.Agostini",1
"Acosmium praeclarum (Sandwith) Yakovlev",1
"Cybianthus minutiflorus Mez",1
"Cybianthus holstii Pipoly",1
"Cybianthus guyanensis subsp. pseudoicacoreus (Miq.) Pipoly",1
"Cybianthus fulvopulverulentus subsp. fulvopulverulentus",1
"Cyathea spectabilis (Kunze) Domin",1
"Oxyrrhynchium (Schimp.) Warnst.",1
"Cyathea nigra Linden ex Fourn.",1
"Cyathea multiflora Sm.",1
"Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann",1
"Pachira punga-schunkei Fern.Alonso",1
"Pachira speciosa Triana & Planch.",1
"Curupira G.A.Black",1
"Paepalanthus Mart.",1
"Curarea Barneby & Krukoff",1
"Cuphea kubeorum Lourteig",1
"Cuphea hyssopifolia Kunth",1
"Cuphea dipetala (L.fil.) Koehne",1
"Cuphea carthagenensis (Jacq.) J.F.Macbr.",1
"Palicourea affinis Standl.",1
"Palicourea articulata C.M.Taylor",1
"Palicourea brachiata (Sw.) Borhidi",1
"Cupania cinerea Poepp. & Endl.",1
"Cunuria spruceana Baill.",1
"Palicourea croceoides Ham.",1
"Palicourea didymocarpos (A.Rich. ex DC.) Griseb.",1
"Cuervea (Benth. & Hook.fil.) Triana ex Miers",1
"Cucurbita moschata (Duchesne) Duchesne ex Poir.",1
"Palicourea grandiceps C.M.Taylor",1
"Cucurbita L.",1
"Cuatresia Hunz.",1
"Palicourea guianensis f. glabra Steyerm.",1
"Palicourea hospitalis Standl.",1
"Ctenardisia stenobotrys (Standl.) Lundell & Pipoly",1
"Palicourea hypochlorina (C.M.Taylor) C.M.Taylor",1
"Croton spruceanus Benth.",1
"Palicourea lancifera Standl. & L.O.Williams",1
"Croton potaroensis Lanj.",1
"Palicourea macrobotrys (Ruiz & Pav.) DC.",1
"Croton lechleri Müll.Arg.",1
"Palicourea nitidella (Müll.Arg.) Standl.",1
"Palicourea pachycalyx Standl.",1
"Palicourea pandensis (Standl.) C.M.Taylor",1
"Palicourea paniculata (L.f.) P.L.R.Moraes & C.M.Taylor",1
"Palicourea paraensis (Müll.Arg.) Standl.",1
"Croton ferrugineus Kunth",1
"Crotalaria sagittalis L.",1
"Palicourea simpsonii C.M.Taylor",1
"Crotalaria micans Link",1
"Croizatia Steyerm.",1
"Palicourea vaginata Benth.",1
"Cremastosperma leiophyllum (Diels) R.E.Fr.",1
"Palmorchis maculata Szlach. & Baranow",1
"Panicum parvifolium Lam.",1
"Coussarea uniflora Gardner",1
"Panopsis Salisb.",1
"Coussarea resinosa C.M.Taylor",1
"Paphinia cristata (Lindl.) Lindl.",1
"Coussarea regnelliana Müll.Arg.",1
"Paragonia Bureau",1
"Coussarea pilosiflora Standl.",1
"Parapolystichum effusum (Sw.) Ching",1
"Paraprotium ferrugineum (Engl.) Cuatrec.",1
"Pariana aurita Swallen",1
"Pariana bicolor Tutin",1
"Coussarea grandis Müll.Arg.",1
"Coussarea ecuadorensis C.M.Taylor",1
"Coussarea cephaeloides C.M.Taylor",1
"Parinari campestris Aubl.",1
"Coussapoa martiana Miq.",1
"Coussapoa cinnamomea Cuatrec.",1
"Coussapoa asperifolia subsp. rhamnoides (Standl.) Berg & Heusden",1
"Parkia barnebyana H.C.Hopkins",1
"Parkia decussata Ducke",1
"Couroupita subsessilis Pilg.",1
"Couma Aubl.",1
"Parkia ulei (Harms) Kuhlm.",1
"Paspalum conspersum Schrad.",1
"Paspalum decumbens Sw.",1
"Paspalum delicatum Swallen",1
"Paspalum fasciculatum Willd.",1
"Voyria chionea Benth.",1
"Paspalum plicatulum Michx.",1
"Couepia racemosa Benth.",1
"Paspalum tillettii Davidse & Zuloaga",1
"Couepia paraensis subsp. glaucescens (Spruce ex Hook.fil.) Prance",1
"Passiflora foetida var. hispida (DC. ex Triana & Planch.) Killip",1
"Couepia magnoliifolia Benth. ex Hook.fil.",1
"Passiflora micropetala Mast.",1
"Couepia longipendula Pilg.",1
"Passiflora pyrrhantha Harms",1
"Voyria clavata Splitg.",1
"Couepia krukovii Standl.",1
"Couepia guianensis subsp. guianensis",1
"Passiflora subpeltata Ortega",1
"Voyria corymbosa Splitg.",1
"Couepia elata Ducke",1
"Passovia pyrifolia (Kunth) Tiegh.",1
"Passovia robusta (Rusby) Kuijt",1
"Couepia canomensis Benth., 1840",1
"Costus spiralis var. spiralis",1
"Paullinia alata subsp. loretana (J.F.Macbr.) D.R.Simpson",1
"Costus speciosus (J.Koenig) Sm.",1
"Costus pulverulentus C.Presl",1
"Costus longibracteolatus Maas",1
"Costus laevis Ruiz & Pav.",1
"Costus guanaiensis Rusby",1
"Paullinia fuscescens Kunth",1
"Paullinia imberbis Radlk.",1
"Paullinia ingaefolia Rusby",1
"Paullinia latifolia Benth. ex Radlk.",1
"Costus erythrophyllus Loes.",1
"Paullinia paullinioides (Spruce ex Radlk.) Radlk.",1
"Paullinia pterocarpa Triana & Planch.",1
"Paullinia ternata Radlk.",1
"Paullinia uloptera Radlk.",1
"Paulownia Siebold & Zucc.",1
"Pavonia Cav.",1
"Cordiera hadrantha (Standl.) C.H.Perss. & Delprete",1
"Cordiera A.Rich., 1830",1
"Paypayrola guianensis Aubl.",1
"Paypayrola hulkiana Pulle",1
"Paypayrola longifolia Tul.",1
"Pecluma consimilis var. consimilis",1
"Pecluma hygrometrica (Splitg.) M.G.Price",1
"Pecluma M.G.Price",1
"Pecluma plumula (Humb. & Bonpl. ex Willd.) M.G.Price",1
"Pectis L.",1
"Cordiera A.Rich. ex DC.",1
"Peltogyne paniculata Benth.",1
"Cordia sericicalyx A.DC.",1
"Pennisetum Rich.",1
"Acmella oppositifolia (Lam.) R.K.Jansen",1
"Voyria tenella Guilding ex Hook.",1
"Cordia sagotii I.M.Johnst.",1
"Cordia mexiana I.M.Johnst.",1
"Cordia lasseri G.Agostini ex Gaviria",1
"Peperomia emarginella (Sw. ex Wikstr.) C.DC.",1
"Cordia hebeclada I.M.Johnst.",1
"Peperomia radicosa Yunck.",1
"Peperomia rotundata Kunth",1
"Cordia chamissoniana Chodat",1
"Peperomia rotundifolia var. rotundifolia",1
"Copaifera officinalis L.",1
"Peperomia tetraphylla (G.Forst.) Hook. & Arn.",1
"Peperomia trichopus Trel.",1
"Pepinia Brongn. ex André",1
"Pepinia bulbosa (L.B.Sm.) G.S.Varad. & Gilmartin",1
"Pepinia caricifolia (Mart. ex Schult. & Schult.f.) G.S.Varad. & Gilmartin",1
"Pera arborea Mutis",1
"Pera distichophylla (Mart.) Baill.",1
"Pera leandrii (Mart.) Baill.",1
"Conyza bonariensis Linnaeus, 1753",1
"Perama Aubl.",1
"Perama dichotoma Poepp.",1
"Perama galioides (Kunth) Poir.",1
"Conobea scoparioides (Cham. & Schltdl.) Benth.",1
"Perebea mollis subsp. lecithogalacta (R.E.Schult.) C.C.Berg",1
"Condylocarpon Desf.",1
"Peritassa peruviana (Miers) A.C.Sm.",1
"Conchocarpus J.C.Mikan",1
"Persea grandiflora Kopp",1
"Conceveiba santanderensis J.Murillo",1
"Petitia domingensis Jacq.",1
"Conceveiba latifolia Benth.",1
"Petiveria L.",1
"Petrea rugosa Kunth",1
"Phaseolus campestris Mart. ex Benth.",1
"Conceveiba cordata A.Juss.",1
"Philodendron acutatum Schott",1
"Compsoneura schultesiana W.A.Rodrigues",1
"Philodendron barrieri Croat",1
"Comolia microphylla Benth.",1
"Vriesea pleiosticha (Griseb.) Gouda",1
"Philodendron camposportoanum G.M.Barroso",1
"Philodendron chimantae G.S.Bunting",1
"Abarema barbouriana var. barbouriana",1
"Philodendron colombianum R.E.Schult.",1
"Combretum wandurraganum R.E.Schult.",1
"Philodendron goeldii G.M.Barroso",1
"Philodendron grandifolium (Jacq.) Schott",1
"Combretum pyramidatum Desv.",1
"Philodendron heleniae Croat",1
"Philodendron herthae K.Krause",1
"Philodendron heteropleurum K.Krause",1
"Philodendron holtonianum Schott",1
"Combretum paraguariense (Eichler) Stace",1
"Philodendron krebsii Schott",1
"Columnea ericae var. ericae",1
"Columnea ciliata (Wiehler) L.P.Kvist & L.E.Skog",1
"Philodendron rimachii Croat",1
"Colobodontium vulpinum Churchill & W.R.Buck, 1995",1
"Philodendron steyermarkii G.S.Bunting",1
"Philodendron venustum G.S.Bunting",1
"Zygia latifolia var. communis Barneby & J.W.Grimes",1
"Philonotion spruceanum Schott",1
"Philonotis uncinata Bridel, 1827",1
"Phoenix dactylifera L.",1
"Cochlospermum Kunth",1
"Pholidostachys synanthera subsp. robusta (Trail) A.J.Hend.",1
"Phoradendron chrysocladon A.Gray",1
"Cochlidium serrulatum (Sw.) L.E.Bishop",1
"Phoradendron inaequalis Rusby",1
"Phoradendron inaequidentatum Rusby",1
"Phoradendron Nutt.",1
"Phoradendron quadrangulare (Kunth) Griseb.",1
"Phoradendron singulare Kuijt",1
"Phragmotheca amazonica var. leticiana Fern.Alonso",1
"Phyla nodiflora var. reptans (Kunth) Moldenke",1
"Phyllanthus amarus Schumach. & Thonn.",1
"Phyllanthus brasiliensis (Aubl.) Poir.",1
"Phyllanthus juglandifolius Willd.",1
"Coccoloba acuminata Kunth",1
"Coccocypselum hirsutum Bartl. ex DC.",1
"Phyllanthus spruceanus Müll.Arg.",1
"Coccocypselum herbaceum P.Browne ex Aubl.",1
"Phyllanthus tenellus Roxb.",1
"Coccocypselum brevipetiolatum Steyerm.",1
"Physalis turbinata Medik.",1
"Cnidoscolus aconitifolius (Mill.) I.M.Johnst.",1
"Phytolaccaceae",1
"Clusiella Planch. & Triana",1
"Clusia sessilis Klotzsch ex Engl.",1
"Clusia pana-panare (Aubl.) Choisy",1
"Clusia palmicida Rich.",1
"Picrolemma huberi Ducke",1
"Clusia pallida Engl.",1
"Pictolejeunea sprucei Grolle",1
"Clusia macropoda Klotzsch ex Engl.",1
"Pinzona Mart. & Zucc.",1
"Piparea multiflora C.F.Gaertn.",1
"Piper aleyreanum C.DC.",1
"Piper amazonasense Trel. & Yunck.",1
"Clusia lopezii Maguire",1
"Piper arboreum var. falcifolium (Trel.) Yunck.",1
"Piper arboreum var. hirtellum Yunck.",1
"Piper arieianum C.DC.",1
"Piper armatum Trel. & Yunck.",1
"Piper asclepiadifolium Trel.",1
"Clusia globosa Maguire",1
"Piper callosum Ruiz & Pav.",1
"Piper camiloi Yunck.",1
